split,dataset_part,scene_name,local_class,candidate_global_person_id,sample_image_path
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_635784632.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_674732465.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_703363855.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_736071449.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_769491142.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_635784632.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_674732465.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_703363855.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_736071449.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_b_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_b_label/sensor_data/cam_fish_front/1731409145_769491142.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_770129660.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_799681080.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_836165376.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_864595671.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,01,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_897518119.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_770129660.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_799681080.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_836165376.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_864595671.png
train,dataset_part1,footpath1_2walk+talk_st_11_12_2024_c_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_2walk+talk_st_11_12_2024_c_label/sensor_data/cam_fish_front/1731409178_897518119.png
train,dataset_part1,footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|ht|mk,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731408027_555654652.png
train,dataset_part1,footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|ht|mk,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731408027_586979962.png
train,dataset_part1,footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|ht|mk,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731408027_650702208.png
train,dataset_part1,footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|ht|mk,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731408027_847851308.png
train,dataset_part1,footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|ht|mk,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_ht+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731408027_893096627.png
train,dataset_part1,footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label,01,gl|mk|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407231_272239815.png
train,dataset_part1,footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label,01,gl|mk|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407231_303537558.png
train,dataset_part1,footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label,01,gl|mk|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407231_338512760.png
train,dataset_part1,footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label,01,gl|mk|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407231_380664257.png
train,dataset_part1,footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label,01,gl|mk|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_oj+mk+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407231_404365413.png
train,dataset_part1,footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label,01,gl|mk|sc,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407073_057896273.png
train,dataset_part1,footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label,01,gl|mk|sc,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407073_318920537.png
train,dataset_part1,footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label,01,gl|mk|sc,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407073_354609653.png
train,dataset_part1,footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label,01,gl|mk|sc,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407073_383703166.png
train,dataset_part1,footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label,01,gl|mk|sc,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_sc+mk+gl_1walk_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407073_415829360.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407285_874097370.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407285_940739437.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407286_015804141.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407286_071966453.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731407286_099866564.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407118_854180244.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407118_886828594.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407118_955454917.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407118_987149992.png
train,dataset_part1,footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label,01,gl|mk|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p1_yj+mk+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407119_019501887.png
train,dataset_part1,footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407488_602422625.png
train,dataset_part1,footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407488_671456155.png
train,dataset_part1,footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407488_739094626.png
train,dataset_part1,footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407488_766605855.png
train,dataset_part1,footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407488_796380814.png
train,dataset_part1,footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408173_342514461.png
train,dataset_part1,footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408173_376265324.png
train,dataset_part1,footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408173_414980385.png
train,dataset_part1,footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408173_440789684.png
train,dataset_part1,footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label,02,gl|nj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_nj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408173_471845608.png
train,dataset_part1,footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label,02,gl|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407580_128811716.png
train,dataset_part1,footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label,02,gl|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407580_160704490.png
train,dataset_part1,footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label,02,gl|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407580_232348265.png
train,dataset_part1,footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label,02,gl|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407580_263484104.png
train,dataset_part1,footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label,02,gl|oj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part1/footpath1_p2_oj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407580_395239394.png
train,dataset_part2,footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407531_976189533.png
train,dataset_part2,footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407532_002343579.png
train,dataset_part2,footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407532_108106717.png
train,dataset_part2,footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407532_240595925.png
train,dataset_part2,footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk+check_st_11_12_2024_1_label/sensor_data/cam_fish_front/1731407532_269729242.png
train,dataset_part2,footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408554_758155492.png
train,dataset_part2,footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408554_793767513.png
train,dataset_part2,footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408554_834129809.png
train,dataset_part2,footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408554_854453560.png
train,dataset_part2,footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label,02,gl|yj,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath1_p2_yj+gl_1walk_mv_11_12_2024_1_label/sensor_data/cam_fish_front/1731408554_900284677.png
train,dataset_part2,footpath2_1walk_st_11_20_2024_2_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_1walk_st_11_20_2024_2_label/sensor_data/cam_fish_front/1732099849_742642790.png
train,dataset_part2,footpath2_1walk_st_11_20_2024_2_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_1walk_st_11_20_2024_2_label/sensor_data/cam_fish_front/1732099849_775853789.png
train,dataset_part2,footpath2_1walk_st_11_20_2024_2_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_1walk_st_11_20_2024_2_label/sensor_data/cam_fish_front/1732099849_807599118.png
train,dataset_part2,footpath2_1walk_st_11_20_2024_2_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_1walk_st_11_20_2024_2_label/sensor_data/cam_fish_front/1732099849_848353692.png
train,dataset_part2,footpath2_1walk_st_11_20_2024_2_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_1walk_st_11_20_2024_2_label/sensor_data/cam_fish_front/1732099849_877050577.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100996_535828189.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100996_597420389.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100996_620766292.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100996_647130966.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100996_661337083.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100993_684696425.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100993_684696425.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100993_717786613.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100993_750398877.png
train,dataset_part2,footpath2_2walk+opendoor_mv_ly_11_20_2024_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+opendoor_mv_ly_11_20_2024_label/sensor_data/cam_fish_front/1732100993_782825984.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_082627508.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_120949775.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_150870717.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_181301563.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,02,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_222180482.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_082627508.png
train,dataset_part2,footpath2_2walk+stand_mv_11_20_2024_1_label,05,UNKNOWN,/media/prabuddhi/Backup2/Updated Dataset_PW/dataset_part2/footpath2_2walk+stand_mv_11_20_2024_1_label/sensor_data/cam_fish_front/1732100259_120949775.png
